2017-03-03T09:05:46.678067	+026.3C
2017-03-03T09:05:56.587801	+025.8C
2017-03-03T09:06:06.497798	+025.3C
2017-03-03T09:06:16.417873	+024.9C
2017-03-03T09:06:26.336802	+024.6C
2017-03-03T09:06:36.256028	+024.3C
2017-03-03T09:06:46.174833	+024.0C
2017-03-03T09:06:56.093055	+023.8C
2017-03-03T09:07:06.011737	+023.6C
2017-03-03T09:20:05.100869	+021.7C
2017-03-03T09:20:15.019738	+021.7C
